Name,Price,Bedrooms,Square Meters,StreetName,Price_per_sq_m,Latitude,Longitude,URL,date_browsed,Floor
"Penthouse in calle de Sor Eulalia de Anzizu, Pedralbes, Barcelona",399000,1,54,"calle de Sor Eulalia de Anzizu, Pedralbes, Barcelona",7388.888888888889,41.38958,2.11183,https://www.idealista.com/en/inmueble/101043963/,2023-07-19,6
"Penthouse in Can Baró, Barcelona",210000,1,50,"Can Baró, Barcelona",4200.0,41.41665,2.16253,https://www.idealista.com/en/inmueble/101020414/,2023-07-19,2
"Penthouse in El Baix Guinardó, Barcelona",345000,1,60,"El Baix Guinardó, Barcelona",5750.0,41.41022,2.16879,https://www.idealista.com/en/inmueble/98136916/,2023-07-19,9
"Penthouse in calle de Parcerisa, La Bordeta, Barcelona",229000,2,60,"calle de Parcerisa, La Bordeta, Barcelona",3816.6666666666665,41.3676,2.13506,https://www.idealista.com/en/inmueble/100745235/,2023-07-19,8
"Flat in calle de la Industria, El Camp de l'Arpa del Clot, Barcelona",316000,1,42,"calle de la Industria, El Camp de l'Arpa del Clot, Barcelona",7523.809523809524,41.41432,2.18054,https://www.idealista.com/en/inmueble/100723323/,2023-07-19,8
"Flat in calle de Lepant, 311, La Sagrada Família, Barcelona",350000,1,50,"calle de Lepant, 311, La Sagrada Família, Barcelona",7000.0,41.4066,2.17373,https://www.idealista.com/en/inmueble/100610139/,2023-07-19,9
"Flat in calle del Comerç, Sant Pere - Santa Caterina i la Ribera, Barcelona",230000,2,47,"calle del Comerç, Sant Pere - Santa Caterina i la Ribera, Barcelona",4893.617021276596,41.38652,2.18233,https://www.idealista.com/en/inmueble/100496233/,2023-07-19,3
"Penthouse in calle dels Cortada, 22, La Teixonera, Barcelona",165000,1,47,"calle dels Cortada, 22, La Teixonera, Barcelona",3510.6382978723404,41.42398,2.14671,https://www.idealista.com/en/inmueble/96241893/,2023-07-19,4
"Penthouse in grases, El Poble Sec - Parc de Montjuïc, Barcelona",270000,1,45,"grases, El Poble Sec - Parc de Montjuïc, Barcelona",6000.0,41.37215,2.17068,https://www.idealista.com/en/inmueble/100318151/,2023-07-19,2
"Penthouse in calle de Grases, El Poble Sec - Parc de Montjuïc, Barcelona",290000,1,45,"calle de Grases, El Poble Sec - Parc de Montjuïc, Barcelona",6444.444444444444,41.37291,2.1567,https://www.idealista.com/en/inmueble/100318069/,2023-07-19,2
